Dataset,c,k,m,M_NUM,PIVOT,Q_NUM,R_MIN,RATIO,RECALL,AVG_TIME,COST,DATE
sun,1.75,30,15,16,5,100,1,1.00243,0.940333,12.1613,0.114497,834.931,
sun,1.75,40,15,16,5,100,1,1.00243,0.94075,12.1613,0.114497,834.931,
sun,1.75,50,15,16,5,100,1,1.00243,0.911,12.1613,0.114497,834.931,
sun,1.75,60,15,16,5,100,1,1.00243,0.929,12.1613,0.114497,834.931,
sun,1.75,70,15,16,5,100,1,1.00243,0.919571,12.1613,0.114497,834.931,
sun,1.75,80,15,16,5,100,1,1.00243,0.924875,12.1613,0.114497,834.931,
sun,1.75,90,15,16,5,100,1,1.00243,0.898444,12.1613,0.114497,834.931,
sun,1.75,100,15,16,5,100,1,1.00243,0.9255,12.1613,0.114497,834.931,
deep,1.75,1,15,16,5,100,1,1.00031,0.97,201.551,0.0878475,834.932,
deep,1.75,10,15,16,5,100,1,1.00182,0.931,201.551,0.0878475,834.932,
deep,1.75,20,15,16,5,100,1,1.00243,0.9175,201.551,0.0878475,834.932,
deep,1.75,30,15,16,5,100,1,1.00243,0.941667,201.551,0.0878475,834.932,
deep,1.75,40,15,16,5,100,1,1.00243,0.94,201.551,0.0878475,834.932,
deep,1.75,50,15,16,5,100,1,1.00243,0.9082,201.551,0.0878475,834.932,
deep,1.75,60,15,16,5,100,1,1.00243,0.926833,201.551,0.0878475,834.932,
deep,1.75,70,15,16,5,100,1,1.00243,0.917714,201.551,0.0878475,834.932,
deep,1.75,80,15,16,5,100,1,1.00243,0.920875,201.551,0.0878475,834.932,
deep,1.75,90,15,16,5,100,1,1.00243,0.893222,201.551,0.0878475,834.932,
deep,1.75,100,15,16,5,100,1,1.00243,0.9208,201.551,0.0878475,834.932,
trevi,1.75,1,15,16,5,100,1,1,1,48.5844,0.098577,834.932,
trevi,1.75,10,15,16,5,100,1,1.00068,0.974,48.5844,0.098577,834.932,
trevi,1.75,20,15,16,5,100,1,1.00133,0.9575,48.5844,0.098577,834.932,
trevi,1.75,30,15,16,5,100,1,1.00133,0.968333,48.5844,0.098577,834.932,
trevi,1.75,40,15,16,5,100,1,1.00133,0.96725,48.5844,0.098577,834.932,
trevi,1.75,50,15,16,5,100,1,1.00133,0.9376,48.5844,0.098577,834.932,
trevi,1.75,60,15,16,5,100,1,1.00133,0.955333,48.5844,0.098577,834.932,
trevi,1.75,70,15,16,5,100,1,1.00133,0.940429,48.5844,0.098577,834.932,
trevi,1.75,80,15,16,5,100,1,1.00133,0.950625,48.5844,0.098577,834.932,
trevi,1.75,90,15,16,5,100,1,1.00133,0.919333,48.5844,0.098577,834.932,
trevi,1.75,100,15,16,5,100,1,1.00133,0.9491,48.5844,0.098577,834.932,
audio,1.25,1,15,16,5,100,1,1,1,5.02634,0.0969768,834.932,
audio,1.25,10,15,16,5,100,1,1.00012,0.995,5.02634,0.0969768,834.932,
audio,1.25,20,15,16,5,100,1,1.00027,0.9905,5.02634,0.0969768,834.932,
audio,1.25,30,15,16,5,100,1,1.00027,0.990333,5.02634,0.0969768,834.932,
audio,1.25,40,15,16,5,100,1,1.00027,0.984,5.02634,0.0969768,834.932,
audio,1.25,50,15,16,5,100,1,1.00027,0.9588,5.02634,0.0969768,834.932,
audio,1.25,60,15,16,5,100,1,1.00027,0.974,5.02634,0.0969768,834.932,
audio,1.25,70,15,16,5,100,1,1.00027,0.958571,5.02634,0.0969768,834.932,
audio,1.25,80,15,16,5,100,1,1.00027,0.964875,5.02634,0.0969768,834.932,
audio,1.25,90,15,16,5,100,1,1.00027,0.939667,5.02634,0.0969768,834.932,
audio,1.25,100,15,16,5,100,1,1.00027,0.9626,5.02634,0.0969768,834.932,
imageNet,1.25,1,15,16,5,100,1,1.12392,0.49,188.005,0.0493954,834.932,
imageNet,1.25,10,15,16,5,100,1,1.14805,0.488,188.005,0.0493954,834.932,
imageNet,1.25,20,15,16,5,100,1,1.17051,0.485,188.005,0.0493954,834.932,
imageNet,1.25,30,15,16,5,100,1,1.17051,0.653333,188.005,0.0493954,834.932,
imageNet,1.25,40,15,16,5,100,1,1.17051,0.66,188.005,0.0493954,834.932,
imageNet,1.25,50,15,16,5,100,1,1.17051,0.608,188.005,0.0493954,834.932,
imageNet,1.25,60,15,16,5,100,1,1.17051,0.646667,188.005,0.0493954,834.932,
imageNet,1.25,70,15,16,5,100,1,1.17051,0.667714,188.005,0.0493954,834.932,
imageNet,1.25,80,15,16,5,100,1,1.17051,0.65275,188.005,0.0493954,834.932,
imageNet,1.25,90,15,16,5,100,1,1.17051,0.624,188.005,0.0493954,834.932,
imageNet,1.25,100,15,16,5,100,1,1.17051,0.6768,188.005,0.0493954,834.932,
notre,1.25,1,15,16,5,100,1,1.00003,0.99,56.9495,0.0944543,834.932,
notre,1.25,10,15,16,5,100,1,1.00022,0.985,56.9495,0.0944543,834.932,
notre,1.25,20,15,16,5,100,1,1.00075,0.979,56.9495,0.0944543,834.932,
notre,1.25,30,15,16,5,100,1,1.00075,0.982667,56.9495,0.0944543,834.932,
notre,1.25,40,15,16,5,100,1,1.00075,0.97825,56.9495,0.0944543,834.932,
notre,1.25,50,15,16,5,100,1,1.00075,0.9518,56.9495,0.0944543,834.932,
notre,1.25,60,15,16,5,100,1,1.00075,0.966667,56.9495,0.0944543,834.932,
notre,1.25,70,15,16,5,100,1,1.00075,0.952571,56.9495,0.0944543,834.932,
notre,1.25,80,15,16,5,100,1,1.00075,0.95825,56.9495,0.0944543,834.932,
notre,1.25,90,15,16,5,100,1,1.00075,0.933,56.9495,0.0944543,834.932,
notre,1.25,100,15,16,5,100,1,1.00075,0.9565,56.9495,0.0944543,834.932,
ukbench,1.25,1,15,16,5,100,1,1.0015,0.99,183.532,0.0737499,834.932,
ukbench,1.25,10,15,16,5,100,1,1.00022,0.995,183.532,0.0737499,834.932,
ukbench,1.25,20,15,16,5,100,1,1.00024,0.992,183.532,0.0737499,834.932,
ukbench,1.25,30,15,16,5,100,1,1.00024,0.991333,183.532,0.0737499,834.932,
ukbench,1.25,40,15,16,5,100,1,1.00024,0.98575,183.532,0.0737499,834.932,
ukbench,1.25,50,15,16,5,100,1,1.00024,0.9612,183.532,0.0737499,834.932,
ukbench,1.25,60,15,16,5,100,1,1.00024,0.976,183.532,0.0737499,834.932,
ukbench,1.25,70,15,16,5,100,1,1.00024,0.960857,183.532,0.0737499,834.932,
ukbench,1.25,80,15,16,5,100,1,1.00024,0.967375,183.532,0.0737499,834.932,
ukbench,1.25,90,15,16,5,100,1,1.00024,0.942333,183.532,0.0737499,834.932,
ukbench,1.25,100,15,16,5,100,1,1.00024,0.9658,183.532,0.0737499,834.932,
cifar,1.25,1,15,16,5,100,1,1.00013,0.99,8.5056,0.161426,834.932,
cifar,1.25,10,15,16,5,100,1,1.00028,0.984,8.5056,0.161426,834.932,
cifar,1.25,20,15,16,5,100,1,1.00093,0.9715,8.5056,0.161426,834.932,
cifar,1.25,30,15,16,5,100,1,1.00093,0.977667,8.5056,0.161426,834.932,
cifar,1.25,40,15,16,5,100,1,1.00093,0.9755,8.5056,0.161426,834.932,
cifar,1.25,50,15,16,5,100,1,1.00093,0.9506,8.5056,0.161426,834.932,
cifar,1.25,60,15,16,5,100,1,1.00093,0.966167,8.5056,0.161426,834.932,
cifar,1.25,70,15,16,5,100,1,1.00093,0.953286,8.5056,0.161426,834.932,
cifar,1.25,80,15,16,5,100,1,1.00093,0.9605,8.5056,0.161426,834.932,
cifar,1.25,90,15,16,5,100,1,1.00093,0.936556,8.5056,0.161426,834.932,
cifar,1.25,100,15,16,5,100,1,1.00093,0.9591,8.5056,0.161426,834.932,
enron,1.25,1,15,16,5,100,1,1,1,22.6502,0.119928,834.932,
enron,1.25,10,15,16,5,100,1,1.00019,0.987,22.6502,0.119928,834.932,
enron,1.25,20,15,16,5,100,1,1.00033,0.983,22.6502,0.119928,834.932,
enron,1.25,30,15,16,5,100,1,1.00033,0.985333,22.6502,0.119928,834.932,
enron,1.25,40,15,16,5,100,1,1.00033,0.98275,22.6502,0.119928,834.932,
enron,1.25,50,15,16,5,100,1,1.00033,0.9574,22.6502,0.119928,834.932,
enron,1.25,60,15,16,5,100,1,1.00033,0.975667,22.6502,0.119928,834.932,
enron,1.25,70,15,16,5,100,1,1.00033,0.957714,22.6502,0.119928,834.932,
enron,1.25,80,15,16,5,100,1,1.00033,0.971375,22.6502,0.119928,834.932,
enron,1.25,90,15,16,5,100,1,1.00033,0.941444,22.6502,0.119928,834.932,
enron,1.25,100,15,16,5,100,1,1.00033,0.9701,22.6502,0.119928,834.932,
millionSong,1.25,1,15,16,5,100,1,1,0.99,127.364,0.0394964,834.933,
millionSong,1.25,10,15,16,5,100,1,1.00048,0.981,127.364,0.0394964,834.933,
millionSong,1.25,20,15,16,5,100,1,1.00065,0.9785,127.364,0.0394964,834.933,
millionSong,1.25,30,15,16,5,100,1,1.00065,0.982333,127.364,0.0394964,834.933,
millionSong,1.25,40,15,16,5,100,1,1.00065,0.9775,127.364,0.0394964,834.933,
millionSong,1.25,50,15,16,5,100,1,1.00065,0.9546,127.364,0.0394964,834.933,
millionSong,1.25,60,15,16,5,100,1,1.00065,0.969833,127.364,0.0394964,834.933,
millionSong,1.25,70,15,16,5,100,1,1.00065,0.955571,127.364,0.0394964,834.933,
millionSong,1.25,80,15,16,5,100,1,1.00065,0.963625,127.364,0.0394964,834.933,
millionSong,1.25,90,15,16,5,100,1,1.00065,0.939667,127.364,0.0394964,834.933,
millionSong,1.25,100,15,16,5,100,1,1.00065,0.9623,127.364,0.0394964,834.933,
MNIST,1.25,1,15,16,5,100,1,1,1,11.2751,0.101374,834.933,
MNIST,1.25,10,15,16,5,100,1,1.00055,0.985,11.2751,0.101374,834.933,
MNIST,1.25,20,15,16,5,100,1,1.00084,0.9755,11.2751,0.101374,834.933,
MNIST,1.25,30,15,16,5,100,1,1.00084,0.980333,11.2751,0.101374,834.933,
MNIST,1.25,40,15,16,5,100,1,1.00084,0.9785,11.2751,0.101374,834.933,
MNIST,1.25,50,15,16,5,100,1,1.00084,0.9538,11.2751,0.101374,834.933,
MNIST,1.25,60,15,16,5,100,1,1.00084,0.970833,11.2751,0.101374,834.933,
MNIST,1.25,70,15,16,5,100,1,1.00084,0.954,11.2751,0.101374,834.933,
MNIST,1.25,80,15,16,5,100,1,1.00084,0.967375,11.2751,0.101374,834.933,
MNIST,1.25,90,15,16,5,100,1,1.00084,0.937667,11.2751,0.101374,834.933,
MNIST,1.25,100,15,16,5,100,1,1.00084,0.9665,11.2751,0.101374,834.933,
nuswide,1.25,1,15,16,5,100,1,1.00179,0.91,72.6228,0.178521,834.933,
nuswide,1.25,10,15,16,5,100,1,1.00173,0.869,72.6228,0.178521,834.933,
nuswide,1.25,20,15,16,5,100,1,1.00202,0.852,72.6228,0.178521,834.933,
nuswide,1.25,30,15,16,5,100,1,1.00202,0.898,72.6228,0.178521,834.933,
nuswide,1.25,40,15,16,5,100,1,1.00202,0.89875,72.6228,0.178521,834.933,
nuswide,1.25,50,15,16,5,100,1,1.00202,0.87,72.6228,0.178521,834.933,
nuswide,1.25,60,15,16,5,100,1,1.00202,0.8865,72.6228,0.178521,834.933,
nuswide,1.25,70,15,16,5,100,1,1.00202,0.885429,72.6228,0.178521,834.933,
nuswide,1.25,80,15,16,5,100,1,1.00202,0.885875,72.6228,0.178521,834.933,
nuswide,1.25,90,15,16,5,100,1,1.00202,0.863111,72.6228,0.178521,834.933,
nuswide,1.25,100,15,16,5,100,1,1.00202,0.8893,72.6228,0.178521,834.933,
sun,1.25,1,15,16,5,100,1,1.00082,0.99,19.8869,0.162562,834.933,
sun,1.25,10,15,16,5,100,1,1.0005,0.974,19.8869,0.162562,834.933,
sun,1.25,20,15,16,5,100,1,1.00078,0.961,19.8869,0.162562,834.933,
sun,1.25,30,15,16,5,100,1,1.00078,0.970667,19.8869,0.162562,834.933,
sun,1.25,40,15,16,5,100,1,1.00078,0.96825,19.8869,0.162562,834.933,
sun,1.25,50,15,16,5,100,1,1.00078,0.9416,19.8869,0.162562,834.933,
sun,1.25,60,15,16,5,100,1,1.00078,0.959,19.8869,0.162562,834.933,
sun,1.25,70,15,16,5,100,1,1.00078,0.944714,19.8869,0.162562,834.933,
sun,1.25,80,15,16,5,100,1,1.00078,0.95425,19.8869,0.162562,834.933,
sun,1.25,90,15,16,5,100,1,1.00078,0.926556,19.8869,0.162562,834.933,
sun,1.25,100,15,16,5,100,1,1.00078,0.9526,19.8869,0.162562,834.933,
deep,1.25,1,15,16,5,100,1,1.00016,0.99,223.604,0.120121,834.933,
deep,1.25,10,15,16,5,100,1,1.00066,0.971,223.604,0.120121,834.933,
deep,1.25,20,15,16,5,100,1,1.00094,0.959,223.604,0.120121,834.933,
deep,1.25,30,15,16,5,100,1,1.00094,0.969333,223.604,0.120121,834.933,
deep,1.25,40,15,16,5,100,1,1.00094,0.96475,223.604,0.120121,834.933,
deep,1.25,50,15,16,5,100,1,1.00094,0.94,223.604,0.120121,834.933,
deep,1.25,60,15,16,5,100,1,1.00094,0.953667,223.604,0.120121,834.933,
deep,1.25,70,15,16,5,100,1,1.00094,0.943,223.604,0.120121,834.933,
deep,1.25,80,15,16,5,100,1,1.00094,0.947125,223.604,0.120121,834.933,
deep,1.25,90,15,16,5,100,1,1.00094,0.921444,223.604,0.120121,834.933,
deep,1.25,100,15,16,5,100,1,1.00094,0.9446,223.604,0.120121,834.933,
trevi,1.25,1,15,16,5,100,1,1.00055,0.99,59.1087,0.126319,834.933,
trevi,1.25,10,15,16,5,100,1,1.00023,0.991,59.1087,0.126319,834.933,
trevi,1.25,20,15,16,5,100,1,1.00043,0.9805,59.1087,0.126319,834.933,
trevi,1.25,30,15,16,5,100,1,1.00043,0.983667,59.1087,0.126319,834.933,
trevi,1.25,40,15,16,5,100,1,1.00043,0.98025,59.1087,0.126319,834.933,
trevi,1.25,50,15,16,5,100,1,1.00043,0.9536,59.1087,0.126319,834.933,
trevi,1.25,60,15,16,5,100,1,1.00043,0.970667,59.1087,0.126319,834.933,
trevi,1.25,70,15,16,5,100,1,1.00043,0.953286,59.1087,0.126319,834.933,
trevi,1.25,80,15,16,5,100,1,1.00043,0.965375,59.1087,0.126319,834.933,
trevi,1.25,90,15,16,5,100,1,1.00043,0.934,59.1087,0.126319,834.933,
trevi,1.25,100,15,16,5,100,1,1.00043,0.9628,59.1087,0.126319,834.933,
audio,1.5,1,15,16,5,100,20,1,1,3.55586,0.0426293,834.933,
audio,1.5,10,15,16,5,100,20,1.00095,0.968,3.55586,0.0426293,834.933,
audio,1.5,20,15,16,5,100,20,1.0023,0.94,3.55586,0.0426293,834.933,
audio,1.5,30,15,16,5,100,20,1.0023,0.956667,3.55586,0.0426293,834.933,
audio,1.5,40,15,16,5,100,20,1.0023,0.9565,3.55586,0.0426293,834.933,
audio,1.5,50,15,16,5,100,20,1.0023,0.9276,3.55586,0.0426293,834.933,
audio,1.5,60,15,16,5,100,20,1.0023,0.941,3.55586,0.0426293,834.933,
audio,1.5,70,15,16,5,100,20,1.0023,0.930571,3.55586,0.0426293,834.933,
audio,1.5,80,15,16,5,100,20,1.0023,0.936,3.55586,0.0426293,834.933,
audio,1.5,90,15,16,5,100,20,1.0023,0.908444,3.55586,0.0426293,834.933,
audio,1.5,100,15,16,5,100,20,1.0023,0.9334,3.55586,0.0426293,834.933,
imageNet,1.5,1,15,16,5,100,20,1.75269,0,0.05677,1.13529e-05,834.934,
imageNet,1.5,10,15,16,5,100,20,1.92729,0,0.05677,1.13529e-05,834.934,
imageNet,1.5,20,15,16,5,100,20,2.08893,0,0.05677,1.13529e-05,834.934,
imageNet,1.5,30,15,16,5,100,20,2.08893,0.33,0.05677,1.13529e-05,834.934,
imageNet,1.5,40,15,16,5,100,20,2.08893,0.347,0.05677,1.13529e-05,834.934,
imageNet,1.5,50,15,16,5,100,20,2.08893,0.2776,0.05677,1.13529e-05,834.934,
imageNet,1.5,60,15,16,5,100,20,2.08893,0.330333,0.05677,1.13529e-05,834.934,
imageNet,1.5,70,15,16,5,100,20,2.08893,0.396286,0.05677,1.13529e-05,834.934,
imageNet,1.5,80,15,16,5,100,20,2.08893,0.34675,0.05677,1.13529e-05,834.934,
imageNet,1.5,90,15,16,5,100,20,2.08893,0.330222,0.05677,1.13529e-05,834.934,
imageNet,1.5,100,15,16,5,100,20,2.08893,0.3962,0.05677,1.13529e-05,834.934,
notre,1.5,1,15,16,5,100,20,1,1,51.567,0.0666603,834.934,
notre,1.5,10,15,16,5,100,20,1.00022,0.989,51.567,0.0666603,834.934,
notre,1.5,20,15,16,5,100,20,1.00052,0.9835,51.567,0.0666603,834.934,
notre,1.5,30,15,16,5,100,20,1.00052,0.985667,51.567,0.0666603,834.934,
notre,1.5,40,15,16,5,100,20,1.00052,0.98075,51.567,0.0666603,834.934,
notre,1.5,50,15,16,5,100,20,1.00052,0.9554,51.567,0.0666603,834.934,
notre,1.5,60,15,16,5,100,20,1.00052,0.970167,51.567,0.0666603,834.934,
notre,1.5,70,15,16,5,100,20,1.00052,0.955,51.567,0.0666603,834.934,
notre,1.5,80,15,16,5,100,20,1.00052,0.9615,51.567,0.0666603,834.934,
notre,1.5,90,15,16,5,100,20,1.00052,0.935778,51.567,0.0666603,834.934,
notre,1.5,100,15,16,5,100,20,1.00052,0.9597,51.567,0.0666603,834.934,
ukbench,1.5,1,15,16,5,100,20,1,1,193.308,0.0760584,834.934,
ukbench,1.5,10,15,16,5,100,20,1.00026,0.991,193.308,0.0760584,834.934,
ukbench,1.5,20,15,16,5,100,20,1.00067,0.978,193.308,0.0760584,834.934,
ukbench,1.5,30,15,16,5,100,20,1.00067,0.982,193.308,0.0760584,834.934,
ukbench,1.5,40,15,16,5,100,20,1.00067,0.97825,193.308,0.0760584,834.934,
ukbench,1.5,50,15,16,5,100,20,1.00067,0.9534,193.308,0.0760584,834.934,
ukbench,1.5,60,15,16,5,100,20,1.00067,0.968,193.308,0.0760584,834.934,
ukbench,1.5,70,15,16,5,100,20,1.00067,0.954,193.308,0.0760584,834.934,
ukbench,1.5,80,15,16,5,100,20,1.00067,0.960375,193.308,0.0760584,834.934,
ukbench,1.5,90,15,16,5,100,20,1.00067,0.934889,193.308,0.0760584,834.934,
ukbench,1.5,100,15,16,5,100,20,1.00067,0.9598,193.308,0.0760584,834.934,
cifar,1.5,1,15,16,5,100,20,1.45626,0,0.02898,0.0005272,834.934,
cifar,1.5,10,15,16,5,100,20,1.51183,0.002,0.02898,0.0005272,834.934,
cifar,1.5,20,15,16,5,100,20,1.60538,0.002,0.02898,0.0005272,834.934,
cifar,1.5,30,15,16,5,100,20,1.60538,0.331333,0.02898,0.0005272,834.934,
cifar,1.5,40,15,16,5,100,20,1.60538,0.34825,0.02898,0.0005272,834.934,
cifar,1.5,50,15,16,5,100,20,1.60538,0.2798,0.02898,0.0005272,834.934,
cifar,1.5,60,15,16,5,100,20,1.60538,0.332167,0.02898,0.0005272,834.934,
cifar,1.5,70,15,16,5,100,20,1.60538,0.399,0.02898,0.0005272,834.934,
cifar,1.5,80,15,16,5,100,20,1.60538,0.348625,0.02898,0.0005272,834.934,
cifar,1.5,90,15,16,5,100,20,1.60538,0.333111,0.02898,0.0005272,834.934,
cifar,1.5,100,15,16,5,100,20,1.60538,0.3982,0.02898,0.0005272,834.934,
enron,1.5,1,15,16,5,100,20,1.00044,0.99,29.5973,0.130014,834.934,
enron,1.5,10,15,16,5,100,20,1.00098,0.965,29.5973,0.130014,834.934,
enron,1.5,20,15,16,5,100,20,1.00146,0.938,29.5973,0.130014,834.934,
enron,1.5,30,15,16,5,100,20,1.00146,0.955333,29.5973,0.130014,834.934,
enron,1.5,40,15,16,5,100,20,1.00146,0.95625,29.5973,0.130014,834.934,
enron,1.5,50,15,16,5,100,20,1.00146,0.926,29.5973,0.130014,834.934,
enron,1.5,60,15,16,5,100,20,1.00146,0.944333,29.5973,0.130014,834.934,
enron,1.5,70,15,16,5,100,20,1.00146,0.930143,29.5973,0.130014,834.934,
enron,1.5,80,15,16,5,100,20,1.00146,0.941625,29.5973,0.130014,834.934,
enron,1.5,90,15,16,5,100,20,1.00146,0.908,29.5973,0.130014,834.934,
enron,1.5,100,15,16,5,100,20,1.00146,0.9399,29.5973,0.130014,834.934,
millionSong,1.5,1,15,16,5,100,20,1,1,117.728,0.0418259,834.934,
millionSong,1.5,10,15,16,5,100,20,1.00043,0.983,117.728,0.0418259,834.934,
millionSong,1.5,20,15,16,5,100,20,1.00067,0.9735,117.728,0.0418259,834.934,
millionSong,1.5,30,15,16,5,100,20,1.00067,0.979,117.728,0.0418259,834.934,
millionSong,1.5,40,15,16,5,100,20,1.00067,0.97525,117.728,0.0418259,834.934,
millionSong,1.5,50,15,16,5,100,20,1.00067,0.9512,117.728,0.0418259,834.934,
millionSong,1.5,60,15,16,5,100,20,1.00067,0.966167,117.728,0.0418259,834.934,
millionSong,1.5,70,15,16,5,100,20,1.00067,0.952143,117.728,0.0418259,834.934,
millionSong,1.5,80,15,16,5,100,20,1.00067,0.96075,117.728,0.0418259,834.934,
millionSong,1.5,90,15,16,5,100,20,1.00067,0.935444,117.728,0.0418259,834.934,
millionSong,1.5,100,15,16,5,100,20,1.00067,0.9589,117.728,0.0418259,834.934,
MNIST,1.5,1,15,16,5,100,20,1.01711,0.93,11.3292,0.101935,834.934,
MNIST,1.5,10,15,16,5,100,20,1.03167,0.904,11.3292,0.101935,834.934,
MNIST,1.5,20,15,16,5,100,20,1.03521,0.884,11.3292,0.101935,834.934,
MNIST,1.5,30,15,16,5,100,20,1.03521,0.919333,11.3292,0.101935,834.934,
MNIST,1.5,40,15,16,5,100,20,1.03521,0.92125,11.3292,0.101935,834.934,
MNIST,1.5,50,15,16,5,100,20,1.03521,0.8874,11.3292,0.101935,834.934,
MNIST,1.5,60,15,16,5,100,20,1.03521,0.91,11.3292,0.101935,834.934,
MNIST,1.5,70,15,16,5,100,20,1.03521,0.899286,11.3292,0.101935,834.934,
MNIST,1.5,80,15,16,5,100,20,1.03521,0.909125,11.3292,0.101935,834.934,
MNIST,1.5,90,15,16,5,100,20,1.03521,0.876667,11.3292,0.101935,834.934,
MNIST,1.5,100,15,16,5,100,20,1.03521,0.9115,11.3292,0.101935,834.934,
nuswide,1.5,1,15,16,5,100,20,1.0012,0.9,69.3871,0.168773,834.934,
nuswide,1.5,10,15,16,5,100,20,1.00188,0.851,69.3871,0.168773,834.934,
nuswide,1.5,20,15,16,5,100,20,1.00242,0.8245,69.3871,0.168773,834.934,
nuswide,1.5,30,15,16,5,100,20,1.00242,0.879667,69.3871,0.168773,834.934,
nuswide,1.5,40,15,16,5,100,20,1.00242,0.88425,69.3871,0.168773,834.934,
nuswide,1.5,50,15,16,5,100,20,1.00242,0.849,69.3871,0.168773,834.934,
nuswide,1.5,60,15,16,5,100,20,1.00242,0.867667,69.3871,0.168773,834.934,
nuswide,1.5,70,15,16,5,100,20,1.00242,0.866714,69.3871,0.168773,834.934,
nuswide,1.5,80,15,16,5,100,20,1.00242,0.86875,69.3871,0.168773,834.934,
nuswide,1.5,90,15,16,5,100,20,1.00242,0.841,69.3871,0.168773,834.934,
nuswide,1.5,100,15,16,5,100,20,1.00242,0.8731,69.3871,0.168773,834.934,
sun,1.5,1,15,16,5,100,20,1.0002,0.98,12.6449,0.13208,834.934,
sun,1.5,10,15,16,5,100,20,1.00121,0.951,12.6449,0.13208,834.934,
sun,1.5,20,15,16,5,100,20,1.00157,0.9475,12.6449,0.13208,834.934,
sun,1.5,30,15,16,5,100,20,1.00157,0.961667,12.6449,0.13208,834.934,
sun,1.5,40,15,16,5,100,20,1.00157,0.958,12.6449,0.13208,834.934,
sun,1.5,50,15,16,5,100,20,1.00157,0.9316,12.6449,0.13208,834.934,
sun,1.5,60,15,16,5,100,20,1.00157,0.949667,12.6449,0.13208,834.934,
sun,1.5,70,15,16,5,100,20,1.00157,0.936714,12.6449,0.13208,834.934,
sun,1.5,80,15,16,5,100,20,1.00157,0.94375,12.6449,0.13208,834.934,
sun,1.5,90,15,16,5,100,20,1.00157,0.917778,12.6449,0.13208,834.934,
sun,1.5,100,15,16,5,100,20,1.00157,0.9441,12.6449,0.13208,834.934,
deep,1.5,1,15,16,5,100,20,1.66178,0,0.05323,2.581e-05,834.934,
deep,1.5,10,15,16,5,100,20,1.71578,0,0.05323,2.581e-05,834.934,
deep,1.5,20,15,16,5,100,20,1.77993,0,0.05323,2.581e-05,834.934,
deep,1.5,30,15,16,5,100,20,1.77993,0.33,0.05323,2.581e-05,834.934,
deep,1.5,40,15,16,5,100,20,1.77993,0.347,0.05323,2.581e-05,834.934,
deep,1.5,50,15,16,5,100,20,1.77993,0.2778,0.05323,2.581e-05,834.934,
deep,1.5,60,15,16,5,100,20,1.77993,0.3315,0.05323,2.581e-05,834.934,
deep,1.5,70,15,16,5,100,20,1.77993,0.396857,0.05323,2.581e-05,834.934,
deep,1.5,80,15,16,5,100,20,1.77993,0.348125,0.05323,2.581e-05,834.934,
deep,1.5,90,15,16,5,100,20,1.77993,0.331444,0.05323,2.581e-05,834.934,
deep,1.5,100,15,16,5,100,20,1.77993,0.3973,0.05323,2.581e-05,834.934,
trevi,1.5,1,15,16,5,100,20,1,1,55.1275,0.117537,834.935,
trevi,1.5,10,15,16,5,100,20,1.00024,0.991,55.1275,0.117537,834.935,
trevi,1.5,20,15,16,5,100,20,1.00032,0.9845,55.1275,0.117537,834.935,
trevi,1.5,30,15,16,5,100,20,1.00032,0.986333,55.1275,0.117537,834.935,
trevi,1.5,40,15,16,5,100,20,1.00032,0.982,55.1275,0.117537,834.935,
trevi,1.5,50,15,16,5,100,20,1.00032,0.9564,55.1275,0.117537,834.935,
trevi,1.5,60,15,16,5,100,20,1.00032,0.9735,55.1275,0.117537,834.935,
trevi,1.5,70,15,16,5,100,20,1.00032,0.955571,55.1275,0.117537,834.935,
trevi,1.5,80,15,16,5,100,20,1.00032,0.967375,55.1275,0.117537,834.935,
trevi,1.5,90,15,16,5,100,20,1.00032,0.936444,55.1275,0.117537,834.935,
trevi,1.5,100,15,16,5,100,20,1.00032,0.9654,55.1275,0.117537,834.935,
audio,1.5,1,15,16,5,100,300,1,1,3.46969,0.0417948,834.935,
audio,1.5,10,15,16,5,100,300,1.00057,0.979,3.46969,0.0417948,834.935,
audio,1.5,20,15,16,5,100,300,1.0016,0.9565,3.46969,0.0417948,834.935,
audio,1.5,30,15,16,5,100,300,1.0016,0.967667,3.46969,0.0417948,834.935,
audio,1.5,40,15,16,5,100,300,1.0016,0.96675,3.46969,0.0417948,834.935,
audio,1.5,50,15,16,5,100,300,1.0016,0.9386,3.46969,0.0417948,834.935,
audio,1.5,60,15,16,5,100,300,1.0016,0.9525,3.46969,0.0417948,834.935,
audio,1.5,70,15,16,5,100,300,1.0016,0.940714,3.46969,0.0417948,834.935,
audio,1.5,80,15,16,5,100,300,1.0016,0.946625,3.46969,0.0417948,834.935,
audio,1.5,90,15,16,5,100,300,1.0016,0.92,3.46969,0.0417948,834.935,
audio,1.5,100,15,16,5,100,300,1.0016,0.9438,3.46969,0.0417948,834.935,
imageNet,1.5,1,15,16,5,100,300,1.80355,0,0.06072,1.11991e-05,834.935,
imageNet,1.5,10,15,16,5,100,300,2.01344,0,0.06072,1.11991e-05,834.935,
imageNet,1.5,20,15,16,5,100,300,2.23561,0,0.06072,1.11991e-05,834.935,
imageNet,1.5,30,15,16,5,100,300,2.23561,0.33,0.06072,1.11991e-05,834.935,
imageNet,1.5,40,15,16,5,100,300,2.23561,0.347,0.06072,1.11991e-05,834.935,
imageNet,1.5,50,15,16,5,100,300,2.23561,0.2776,0.06072,1.11991e-05,834.935,
